cruise_id,ID,lat (deg N),long (deg W),day_of_month,day_of_year,depth,allox,but19,chlb,chlc12,chlc3,diadinox,fucox,hex19,hplchla,pctDVa,pctDVb,perid,POC,PON,turnchl,year,zea
arab1,12501,23.92,-59.25,28,240,10,0,0,0.0168,0.0202,0.0058,0,0.0426,0,0.26,0,0,0,200.6,25.3,0.32,1994,0.0171
arab1,12502,23.92,-59.25,28,240,23,0,0.0651,0.1536,0.1571,0.081,0.0233,0.3607,0.105,0.878,0,0,0,327.3,47.4,1.36,1994,0.0364
arab1,12503,24.82,-57.22,29,241,10,0,0.0033,0.0144,0.0108,0.0037,0,0,0.0222,0.106,0,0,0,102.7,13,0.23,1994,0.03
arab1,12504,24.82,-57.22,29,241,36,0,0.3435,0.1532,0.3817,0.1351,0.0411,0.3999,0.2408,1.19,0,0,0,280.4,43.5,1.82,1994,0.0449
arab1,12505,24.82,-57.22,29,241,10,0,0.0111,0.0089,0.0163,0.0061,0,0.016,0.0153,0.0939,0,0,0,99.7,11.9,0.22,1994,0.0524
arab1,12506,24.82,-57.22,29,241,39,0,3.5009,0.3226,2.8177,1.0757,0.4041,2.82,0.5164,4.36,0,0,1.3705,1121.1,130.2,8.7,1994,0.1037
arab1,12507,26,-56.58,30,242,10,0,0,0.0293,0.0241,0.0073,0.0023,0.0223,0.0263,0.2267,0,0,0,128,16.6,0.48,1994,0.0485
arab1,12508,26,-56.58,30,242,30,0.0068,0.0284,0.1442,0.0643,0.0232,0.0159,0.0669,0.0727,0.4831,0,0,0.0178,127.4,22.6,0.8,1994,0.0514
arab1,12509,26,-56.58,30,242,10,0.0021,0,0.0346,0.0529,0.0146,0.0176,0.0477,0.0393,0.2923,0,0,0.0246,125.2,18.9,0.48,1994,0.1117
arab1,12510,26,-56.58,30,242,29,0.0136,0.0511,0.1975,0.098,0.0434,0.0205,0.1372,0.1313,0.6104,0,0,0.0252,81.8,12.9,0.75,1994,0.0345
arab1,12511,24.33,-58.17,31,243,0,0,0,0.0179,0.0149,0.0037,0.001,0.0086,0.0182,0.1739,0,0,0,154.3,19.4,0.36,1994,0.0366
arab1,12512,24.33,-58.17,31,243,0,0,0,0.0101,0,0.0079,0.0031,0,0.0108,0.1337,0,0,0,191.4,21.9,0.29,1994,0.042
arab1,12513,22.9,-60.2,1,244,10,0,0,0.0376,0.0176,0.0066,0.0035,0.0012,0.0301,0.2022,0,0,0.0037,89.1,13.8,0.3,1994,0.0605
arab1,12514,22.9,-60.2,1,244,22,0,0.0439,0.2565,0.0698,0.0277,0.0226,0.0738,0.1378,0.6079,0,0,0.0327,138.1,23.8,0.62,1994,0.0979
arab1,12515,22.67,-60.68,1,244,10,0,0.0178,0.0451,0.051,0.016,0.0247,0.1037,0.0379,0.3507,0,0,0.0085,152.5,21.7,0.48,1994,0.1085
arab1,12516,22.67,-60.68,1,244,26,0.0043,0.0746,0.346,0.1518,0.059,0.0304,0.1749,0.2373,0.9062,5.68,0.93,0.0199,156.6,27.2,1.35,1994,0.1242
arab1,12517,21.8,-62.35,2,245,10,0,0.2157,0.0722,0.4026,0.0741,0.0618,0.5915,0.0923,1.134,0,0,0,331.5,49.9,2.37,1994,0.0187
arab1,12518,21.8,-62.35,2,245,20,0,0.0558,0.207,0.4107,0.1487,0.0607,0.8678,0.1154,1.7025,0,0,0.023,199,35.5,2.75,1994,0.0339
arab1,12519,21.25,-63.37,2,245,10,0,0.084,0.0872,0.6623,0.1391,0.0845,1.2135,0.1813,1.6963,0,0,0.0406,332.3,47.1,3.41,1994,0.0339
arab1,12520,21.25,-63.37,2,245,20,0,0.0937,0.0736,0.5179,0.138,0.0668,1.1933,0.1343,1.7027,0,0,0.0315,222,33.4,2.68,1994,0.0163
arab1,12521,20.8,-62.55,3,246,10,0.0093,0,0.078,0.0429,0.0152,0,0.0248,0.0723,0.342,0,0,0.0188,97.2,15.8,0.6,1994,0.0602
arab1,12522,20.8,-62.55,3,246,40,0.0075,0,0.0149,0.0152,0.0033,0,0.0132,0.0077,0.0663,0,0,0,48.3,6.2,0.14,1994,0.003
arab1,12523,19,-59,4,247,10,0.0304,0.0342,0.0958,0.2275,0.0728,0.0617,0.5432,0.1316,1.1524,0,0,0.0193,138.6,21.5,1.82,1994,0.0329
arab1,12524,19,-59,4,247,40,0.0296,0.0548,0.089,0.2352,0.0818,0.075,0.5966,0.1522,1.1754,0,0,0,139.5,22,1.64,1994,0.0344
arab1,12525,19,-59,4,247,10,0,0.0633,0.0978,0.2905,0.0849,0.0682,0.6659,0.1666,1.2362,0,0,0.0146,167.2,28.2,2.12,1994,0.0341
arab1,12526,19,-59,4,247,40,0,0.0538,0.0865,0.2307,0.0788,0.055,0.5293,0.1399,1.1246,0,0,0.0099,133.7,22.2,1.71,1994,0.0234
arab1,12527,19,-59,5,248,10,0.0291,0.0264,0.0918,0.0996,0.0315,0.0289,0.1047,0.1069,0.6325,0,0,0,92.6,14.9,0.79,1994,0.0561
arab1,12528,19,-59,5,248,40,0.0092,0.0041,0.0306,0.0405,0.0157,0.0128,0.0668,0.0282,0.2132,0,0,0,92.5,15.5,0.38,1994,0.0149
arab1,12529,19,-59,5,248,10,0.0181,0.0313,0.0876,0.0842,0.027,0.0206,0.07,0.1065,0.5674,0,0,0.0033,128,21.2,0.83,1994,0.0882
arab1,12530,19,-59,5,248,35,0.0226,0.0235,0.0766,0.0809,0.0297,0.022,0.0744,0.118,0.6524,0,0,0,100.8,15.8,0.65,1994,0.1071
arab1,12531,19,-59,6,249,10,0.0161,0.0052,0.072,0.0591,0.0211,0.0178,0.0446,0.0906,0.5284,0,0,0,106.6,17,0.55,1994,0.0844
arab1,12532,19,-59,6,249,40,0.0151,0.0156,0.0551,0.0508,0.0194,0.0096,0.0496,0.0619,0.419,0,0,0,101.2,16.8,0.46,1994,0.0609
arab1,12533,19,-59,6,249,10,0.0216,0.0183,0.1086,0.0837,0.0269,0.0137,0.0609,0.1308,0.6886,0,0,0.0033,144.9,24.3,0.94,1994,0.1025
arab1,12534,19,-59,6,249,20,0.0192,0.038,0.1149,0.1026,0.0373,0.0361,0.0916,0.1595,0.7709,0,0,0,118.5,20.2,0.89,1994,0.1152
arab1,12535,19,-59,7,250,10,0.0181,0.0221,0.0605,0.0617,0.0227,0.0154,0.0458,0.0821,0.4596,0,0,0.0056,102.9,17.4,0.64,1994,0.0553
arab1,12536,19,-59,7,250,40,0.0088,0,0.0226,0.0356,0.0155,0,0.0548,0.0258,0.2247,0,0,0,80.4,12.1,0.34,1994,0.0196
arab1,12537,19.25,-58.6,8,251,10,0.0109,0.273,0.2246,0.1273,0.0359,0.0264,0.1813,0.1334,1.0085,0,0,0.0142,221.5,33.4,1.19,1994,0.1782
arab1,12538,19.25,-58.6,8,251,30,0.0065,0.0037,0.11,0.0602,0.0234,0.0038,0.1002,0.0746,0.5351,0,0,0.0091,135.2,25,0.66,1994,0.0541
arab1,12539,19.27,-58.53,9,252,10,0,0.0076,0.1405,0.0923,0.0266,0.0131,0.1437,0.087,0.8453,0,0,0.0244,190.3,34.2,0.88,1994,0.2074
arab1,12540,19.27,-58.53,9,252,30,0.0126,0.0057,0.1071,0.0474,0.0173,0.0081,0.0412,0.0592,0.5321,0,0,0.0079,99.2,16.3,0.54,1994,0.0839
arab1,12541,19.37,-58.27,9,252,10,0.0161,0.0221,0.1647,0.2894,0.0751,0.0615,0.6716,0.1505,1.4957,0,0,0,244.1,44.2,2.56,1994,0.1267
arab1,12542,19.37,-58.27,9,252,25,0.0143,0.056,0.1381,0.3127,0.0899,0.0589,0.6792,0.1337,1.3543,0,0,0.0269,202.8,37.5,2.17,1994,0.0942
arab1,12543,19.5,-58.15,10,253,10,0.0079,0.0746,0.106,0.4217,0.0929,0.054,0.851,0.1573,1.6141,0,0,0,205.9,38.5,2.22,1994,0.0415
arab1,12544,19.5,-58.15,10,253,20,0.0074,0.0304,0.057,0.1328,0.0544,0.0183,0.2671,0.1009,0.5752,0,0,0.0036,88,15.1,0.9,1994,0.0141
arab1,12545,19.5,-58.15,10,253,10,0.0026,0.0591,0.0863,0.3089,0.0721,0.0371,0.5686,0.1146,1.2628,0,0,0,185.6,29,1.86,1994,0.0302
arab1,12546,19.5,-58.15,10,253,15,0.0095,0.0083,0.0789,0.2084,0.0562,0.0373,0.4388,0.0951,0.933,0,0,0,144.6,23.4,1.41,1994,0.0223
arab1,12547,17.5,-60.5,11,254,10,0.0055,0.0657,0.0509,0.1771,0.0645,0.0264,0.3167,0.0735,0.6306,0,0,0,116.9,19.4,1.38,1994,0.0074
arab1,12548,17.5,-60.5,11,254,40,0.0022,0.0657,0.0536,0.1777,0.0662,0.0329,0.311,0.0958,0.6556,0,0,0,128.6,20.8,1.27,1994,0.0097
arab1,12549,16.02,-62.02,12,255,10,0.003,0.0342,0.0904,0.0527,0.0208,0.0191,0.0494,0.0581,0.3649,0,0,0,116.7,19.3,0.61,1994,0.0438
arab1,12550,16.02,-62.02,12,255,26,0.0107,0.0501,0.1146,0.0732,0.0302,0.0209,0.0649,0.106,0.4933,0,0,0,111.3,17.7,0.62,1994,0.0691
arab1,12551,16.02,-62.02,12,255,10,0.0066,0.0275,0.121,0.0721,0.0237,0.025,0.0733,0.0728,0.5256,0,0,0,141.2,24.9,0.84,1994,0.0852
arab1,12552,16.02,-62.02,12,255,25,0.0113,0.0475,0.1365,0.0996,0.0354,0.0178,0.0859,0.1154,0.5577,0,0,0,114.6,19.3,0.84,1994,0.0601
arab1,12553,15.98,-62.1,13,256,10,0.005,0.0344,0.0714,0.0772,0.0278,0.0145,0.083,0.0684,0.4038,0,0,0,115,18.3,0.7,1994,0.0265
arab1,12554,15.98,-62.1,13,256,40,0,0.0188,0.0867,0.047,0.0197,0.0072,0.0538,0.0448,0.3225,0,0,0,85.2,12.5,0.58,1994,0.023
arab1,12555,15.92,-62.08,13,256,10,0.0027,0.0271,0.0672,0.0767,0.0246,0.0285,0.0872,0.0662,0.4163,0,0,0,162.6,25.5,0.79,1994,0.0637
arab1,12556,15.92,-62.08,13,256,39,0.0062,0.057,0.1002,0.1372,0.0454,0.0209,0.1584,0.13,0.5551,0,0,0,149.7,25.6,0.93,1994,0.0438
arab1,12557,15.98,-62.1,14,257,14,0,0.0226,0.0455,0.0483,0.0176,0.0099,0.0591,0.0496,0.2564,0,0,0,108.9,16.1,0.46,1994,0.0179
arab1,12558,15.98,-62.1,14,257,40,0,0.0346,0.0657,0.044,0.0205,0.0044,0.042,0.0564,0.2597,0,0,0,71.5,10.7,0.46,1994,0.0129
arab1,12559,15.92,-62.18,14,257,10,0.0081,0.0294,0.0599,0.0945,0.0254,0.0275,0.1336,0.0872,0.3936,0,0,0.0066,156.9,24.8,0.81,1994,0.0438
arab1,12560,15.92,-62.18,14,257,30,0.0066,0.0432,0.0801,0.0894,0.0338,0.0115,0.084,0.139,0.3733,0,0,0,100.5,14.2,0.84,1994,0.0207
arab1,12561,15.92,-62.18,15,258,10,0.0023,0.0259,0.0628,0.0737,0.0251,0.0176,0.0954,0.0667,0.3452,2.95,0,0,106.8,15,0.68,1994,0.023
arab1,12562,15.92,-62.18,15,258,40,0.0046,0.0235,0.0643,0.0567,0.0262,0.0122,0.0702,0.0701,0.2929,0,0,0,76,9.5,0.57,1994,0.0143
arab1,12563,15.93,-62.22,15,258,10,0,0.0054,0.0455,0.0332,0.0122,0.0119,0.0439,0.0327,0.2107,0,0,0,87,10.2,0.63,1994,0.0167
arab1,12564,15.93,-62.22,15,258,30,0.0046,0.0285,0.0605,0.0707,0.0248,0.0096,0.0706,0.0812,0.3245,0,0,0,91.8,14.9,0.73,1994,0.016
arab1,12565,14,-63.3,16,259,0,0,0.014,0.0403,0.0316,0.0122,0.0051,0.0191,0.0506,0.2504,10.67,7.58,0,138,21.8,0.41,1994,0.0817
arab1,12566,14,-63.3,16,259,0,0,0,0.0392,0.0215,0.0082,0.0064,0.0162,0.0474,0.2134,5.12,0,0,118.6,19.1,0.38,1994,0.0836
arab1,12567,11.92,-64.58,17,260,13,0,0.0263,0.0377,0.0391,0.0167,0.0016,0.021,0.0804,0.2319,8.46,7.15,0,104.2,15.3,0.42,1994,0.0441
arab1,12568,11.92,-64.58,17,260,43,0,0.038,0.0828,0.0478,0.0248,0.0013,0.0147,0.1112,0.3316,8.49,6.51,0,105.4,14.8,0.56,1994,0.0357
arab1,12569,11.85,-64.43,17,260,10,0,0,0.0244,0.0248,0.0103,0.0042,0.0063,0.0462,0.1794,8.89,6.66,0,127.6,18.6,0.42,1994,0.0479
arab1,12570,11.85,-64.43,17,260,30,0,0.0363,0.0853,0.0686,0.0275,0.0025,0.0229,0.1387,0.4091,9.35,6.92,0,140.6,18.6,0.56,1994,0.0634
arab1,12571,10.3,-65.43,18,261,8,0,0,0.0162,0.0162,0.0046,0,0,0.0205,0.2414,54.39,46.65,0,66.9,9.2,0.23,1994,0.0691
arab1,12572,10.3,-65.43,18,261,60,0,0.0242,0.0528,0.0392,0.0213,0,0.0057,0.0752,0.3109,29.8,46.52,0,93.5,7.5,0.44,1994,0.0143
arab1,12573,7.97,-67,19,262,13,0,0.0081,0.0148,0.0236,0.0084,0,0.0229,0.0265,0.2377,44.35,46.19,0,127.6,11.1,0.26,1994,0.0349
arab1,12574,7.97,-67,19,262,45,0,0.0536,0.079,0.05,0.0286,0.0099,0.0114,0.1077,0.4186,23.48,25,0,49.9,7,0.45,1994,0.03
arab1,12575,7.95,-67.05,19,262,10,0,0,0.0159,0.0268,0.0059,0.0089,0.0162,0.0286,0.1988,33.57,28.88,0.0195,86.9,13.8,0.21,1994,0.0495
arab1,12576,7.95,-67.05,19,262,60,0,0.0294,0.0544,0.0423,0.02,0,0,0.065,0.3511,34.67,32.16,0,60.8,9,0.47,1994,0.0272
arab1,12577,7.9,-67.1,20,263,10,0,0,0.0087,0.0121,0.0044,0,0,0.0154,0.1715,50.34,47.11,0,108.2,10.9,0.2,1994,0.0332
arab1,12578,7.9,-67.1,20,263,50,0,0.0346,0.0432,0.0321,0.0149,0.0037,0.0114,0.065,0.3493,42.61,39.8,0,100.8,10.3,0.36,1994,0.0253
arab1,12579,7.9,-67.15,20,263,10,0,0,0.0077,0.0089,0.0031,0,0,0.015,0.1668,53.8,50,0,85.5,11.2,0.23,1994,0.0668
arab1,12580,7.9,-67.15,20,263,60,0,0.0527,0.0578,0.0537,0.0219,0.0081,0.0185,0,0.5127,41.81,40.43,0,78.5,10.4,0.54,1994,0.0507
arab1,12581,7.88,-67.22,21,264,10,0,0.0052,0.0084,0.0109,0.0032,0,0,0.0203,0.2225,64.68,60.03,0,132.9,10.7,0.22,1994,0.038
arab1,12582,7.88,-67.22,21,264,57,0,0.0449,0.0597,0.0397,0.0213,0.0058,0.0153,0.0752,0.3539,22.7,25.29,0,110.7,11,0.52,1994,0.0129
arab1,12583,7.83,-67.27,21,264,10,0,0,0.0067,0.01,0.0033,0.0022,0,0.018,0.1578,57.86,55.32,0,125.9,11.4,0.22,1994,0.0389
arab1,12584,7.83,-67.27,21,264,60,0,0.0933,0.1001,0.0797,0.0367,0.0121,0.0259,0.1317,0.5638,26.43,26.49,0,128,15.1,0.66,1994,0.0357
arab1,12585,7.77,-67.3,22,265,10,0,0,0.0191,0.0119,0.0037,0,0,0.0215,0.2361,60.61,58.12,0,108.2,8.5,0.23,1994,0.0369
arab1,12586,7.77,-67.3,22,265,62,0,0.0138,0.0542,0.0286,0.0095,0.0026,0.0046,0.0342,0.5378,58.42,50.62,0,193.5,13.2,0.45,1994,0.0567
arab1,12587,12,-67,24,267,11,0,0.0074,0.0085,0.0104,0.0039,0,0,0.0169,0.1074,0,10.21,0,122.5,10.1,0.18,1994,0.0311
arab1,12588,12,-67,24,267,50,0,0.0829,0.0557,0.0797,0.0435,0.0147,0.0477,0.1197,0.4123,0,15.2,0,180.2,16.7,0.68,1994,0.0161
arab1,12589,12.05,-66.95,24,267,10,0,0,0.0079,0.0092,0.0041,0.0021,0,0.018,0.1112,0,0,0,117.1,10.4,0.2,1994,0.0518
arab1,12590,12.05,-66.95,24,267,50,0,0.114,0.0916,0.0986,0.0456,0.017,0.0572,0.1505,0.4896,0,0,0,108.7,12,0.64,1994,0.0323
arab1,12591,14.33,-67,25,268,10,0,0,0.0127,0.0108,0.0043,0,0,0.0257,0.1628,0,0,0,109,10.4,0.2,1994,0.0553
arab1,12592,14.33,-67,25,268,50,0.005,0.0484,0.0674,0.061,0.0329,0.0099,0.0248,0.1351,0.3711,0,0,0,113.1,10.9,0.51,1994,0.0253
arab1,12593,14.32,-67,25,268,10,0,0,0.0118,0.0105,0.0043,0.0011,0,0.0291,0.1389,0,0,0,128.3,11.8,0.21,1994,0.0899
arab1,12594,14.32,-67,25,268,40,0,0.0346,0.0772,0.0583,0.0254,0.0132,0.0162,0.1505,0.381,0,0,0,106.3,13.1,0.51,1994,0.0564
arab1,12595,14.28,-66.97,26,269,10,0,0,0.0098,0.0076,0.0032,0,0,0.0144,0.1091,0,0,0,122.2,13.2,0.16,1994,0.0438
arab1,12596,14.28,-66.97,26,269,50,0,0.0363,0.0795,0.0516,0.0278,0.0088,0.021,0.1129,0.3403,0,0,0,105.8,10.9,0.46,1994,0.0207
arab1,12597,15.2,-64.5,27,270,10,0,0.0308,0.0814,0.0804,0.0297,0.0329,0.1107,0.13,0.4211,2.21,0,0.0096,184.2,23.1,0.81,1994,0.0415
arab1,12598,15.2,-64.5,27,270,23,0,0.0588,0.0979,0.1204,0.0583,0.0176,0.1439,0.1813,0.4952,0,0,0,206,26.1,1.14,1994,0.0415
arab1,12599,15.18,-64.5,27,270,10,0,0.0328,0.0749,0.0756,0.0281,0.0417,0.0916,0.1334,0.3885,0,0,0.0066,241.6,33,0.75,1994,0.0714
arab1,12600,15.18,-64.5,27,270,23,0,0.0429,0.1087,0.1193,0.04,0.0307,0.1206,0.17,0.5001,0,0,0.0096,257.3,34.5,0.82,1994,0.0714
arab1,12601,16.03,-62,28,271,10,0,0.046,0.0876,0.1139,0.0459,0.0242,0.1553,0.1778,0.5102,0,0,0,224.8,34.5,1,1994,0.0484
arab1,12602,16.03,-62,28,271,33,0.0019,0.0536,0.1164,0.0759,0.0518,0.011,0.07,0.1676,0.3984,0,0,0,100.7,12.2,0.68,1994,0.0253
arab1,12603,16.07,-62.03,28,271,10,0,0.0474,0.0859,0.1174,0.0401,0.0804,0.1186,0.1686,0.5896,0,0,0.0152,273.1,43.9,0.98,1994,0.0882
arab1,12604,16.07,-62.03,28,271,20,0,0.0684,0.1786,0.1447,0.0572,0.0215,0.1931,0.1748,0.6218,0,0,0,180.7,29.8,1.12,1994,0.0544
arab1,12605,17.52,-60.47,29,272,10,0,0.057,0.129,0.0227,0.0203,0.0264,0.103,0.2394,0.4918,0,0,0,187.2,28.2,0.54,1994,0.0346
arab1,12606,17.52,-60.47,29,272,23,0,0,0.0417,0.0503,0.0197,0.0164,0.0456,0.09,0.267,0,0,0,190.7,23.5,1.02,1994,0.0531
arab1,12607,19.02,-58.98,30,273,8,0,0.005,0.0403,0.1307,0.0302,0.0351,0.3702,0.0376,0.646,0,0,0,174.1,25,0.75,1994,0.0933
arab1,12608,19.02,-58.98,30,273,23,0,0.0337,0.076,0.1018,0.05,0.0275,0.1317,0.1967,0.4897,0,0,0.0058,136.3,22.3,0.7,1994,0.0473
arab1,12609,18.95,-59.03,30,273,10,0,0.0409,0.0808,0.1242,0.0449,0.0566,0.0943,0.2498,0.6481,0,0,0.0342,206.9,36.6,0.78,1994,0.116
arab1,12610,18.95,-59.03,30,273,22,0,0.0546,0.1204,0.1663,0.0759,0.0408,0.2084,0.3451,0.8126,0,0,0.0355,136.5,22.1,0.8,1994,0.0802
arab2,12611,24.8,-57.23,17,321,12,0,0.0166,0.0398,0.0248,0.0107,0.0035,0.0139,0.0349,0.3352,27.74,27.03,0.0074,117.1,16.1,0.31,1994,0.0523
arab2,12612,24.8,-57.23,17,321,42,0.0025,0.0268,0.1319,0.0267,0.0148,0.0035,0.029,0.0304,0.2788,14.46,27.05,0.002,78.7,11.1,0.28,1994,0.0124
arab2,12613,25.03,-57.08,17,321,10,0,0,0.0287,0.0176,0.0069,0.0042,0,0.0234,0.3093,35.52,29.62,0,113.8,15.7,0.31,1994,0.0841
arab2,12614,25.03,-57.08,17,321,33,0.008,0.0365,0.0817,0.0637,0.0269,0.0163,0.0288,0.1159,0.6439,27.55,26.06,0,103.9,13.8,0.64,1994,0.078
arab2,12615,25.25,-57,18,322,8,0,0.0058,0.0221,0.0191,0.0069,0,0,0.0251,0.3265,40.53,39.88,0,132.9,18.3,0.27,1994,0.0569
arab2,12616,25.25,-57,18,322,40,0,0.0159,0.0289,0.0237,0.0093,0,0.0071,0.0275,0.3461,39.1,37.48,0,90.1,13.3,0.31,1994,0.0641
arab2,12617,24.6,-57.65,18,322,10,0,0.0176,0.0356,0.0276,0.0096,0.0019,0.003,0.0368,0.4109,41.98,33.86,0,104.6,13.9,0.38,1994,0.0842
arab2,12618,24.6,-57.65,18,322,58,0,0.0406,0.202,0.057,0.0307,0.0051,0.0303,0.0886,0.5002,21.6,28.92,0.0006,97,14,0.51,1994,0.0177
arab2,12619,24.03,-59.03,19,323,8,0,0.0365,0.0586,0.0396,0.0176,0.0127,0.0282,0.0592,0.2095,4.63,0,0,124.4,16.9,0.42,1994,0.017
arab2,12620,24.03,-59.03,19,323,40,0,0.029,0.1073,0.0393,0.0206,0.008,0.0385,0.0545,0.2844,19.4,39.02,0.0085,101,14.6,0.32,1994,0.0173
arab2,12621,23.92,-59.25,19,323,10,0,0.0221,0.0887,0.0365,0.0152,0.0084,0.0185,0.0605,0.2493,0,0,0.0058,113.2,16.6,0.34,1994,0.0323
arab2,12622,23.92,-59.25,19,323,33,0,0.0394,0.0804,0.0535,0.0214,0.0149,0.0326,0.047,0.2918,5.77,16.68,0,113.1,14.3,0.5,1994,0.0212
arab2,12623,22.77,-60.57,20,324,8,0,0.0221,0.0538,0.0477,0.0162,0.0149,0.0286,0.0511,0.2538,13.16,11.3,0.0258,122,16.5,0.42,1994,0.0353
arab2,12624,22.77,-60.57,20,324,26,0,0.0536,0.1521,0.0726,0.0335,0.0058,0.0418,0.0932,0.4056,2.46,0,0.0038,102.7,15.1,0.51,1994,0.03
arab2,12625,22.67,-60.68,20,324,10,0,0.0513,0.0765,0.0801,0.0254,0.0195,0.0488,0.1016,0.4311,13.91,11.8,0.0099,162.7,21.9,0.54,1994,0.099
arab2,12626,22.67,-60.68,20,324,31,0.0044,0.695,0.2323,0.4741,0.1431,0.1026,0.4835,0.2223,1.7237,3.84,4.96,0.0259,500.5,59.8,2.96,1994,0.0756
arab2,12627,20.88,-59.85,21,325,8,0,0.0238,0.0464,0.0446,0.0182,0.0074,0.0204,0.0766,0.2894,9.53,6.34,0,111.3,23.7,0.41,1994,0.0415
arab2,12628,20.88,-59.85,21,325,40,0,0.197,0.0878,0.1589,0.0555,0.0251,0.1208,0.0971,0.5478,3.98,5.81,0.0116,136.9,23.7,0.83,1994,0.0296
arab2,12629,19,-58.87,22,326,11,0,0.0328,0.1009,0.0548,0.0201,0.0022,0.02,0.1028,0.5027,29.26,20.52,0,157.1,31.4,0.46,1994,0.1059
arab2,12630,19,-58.87,22,326,37,0,0.0321,0.1209,0.0664,0.0262,0.0045,0.0212,0.1274,0.5725,28.88,20.69,0,118.9,24.6,0.47,1994,0.1162
arab2,12631,19,-58.73,22,326,10,0,0.0259,0.0804,0.0416,0.0163,0.0045,0.0172,0.0882,0.3135,18.86,8.31,0,143.2,21.1,0.36,1994,0.0861
arab2,12632,19,-58.73,22,326,40,0,0.0499,0.1146,0.0812,0.0353,0.0041,0.0309,0.1679,0.4687,17.9,13.98,0,97,15.3,0.48,1994,0.0713
arab2,12633,18.98,-58.58,23,327,11,0,0.0276,0.0646,0.047,0.0177,0.0013,0.0114,0.093,0.3717,31.08,21.8,0,90.6,15.2,0.37,1994,0.0676
arab2,12634,18.98,-58.58,23,327,37,0,0.0273,0.0755,0.0447,0.02,0.0045,0.0156,0.0699,0.3833,28.72,19.05,0.0048,83.8,M,0.37,1994,0.054
arab2,12635,18.98,-58.48,23,327,10,0,0.0339,0.0753,0.0508,0.0171,0.0117,0.0225,0.0903,0.3759,28.17,16.68,0,122.5,17.4,0.41,1994,0.0978
arab2,12636,18.98,-58.48,23,327,35,0,0.0555,0.1009,0.0867,0.0326,0.0133,0.0227,0.1692,0.5662,27.21,21.68,0,100.8,15.5,0.57,1994,0.0851
arab2,12637,18.93,-58.3,24,328,11,0,0.0235,0.0693,0.0448,0.0173,0.0031,0,0.0785,0.3599,32.01,21.39,0,141.7,19.2,0.37,1994,0.0649
arab2,12638,18.93,-58.3,24,328,37,0,0.0221,0.1106,0.0329,0.019,0.0021,0.019,0.06,0.2586,4.46,0,0.0041,67.4,9.5,0.29,1994,0.0166
arab2,12639,18.92,-58.23,24,328,10,0,0.0213,0.0643,0.0373,0.0129,0.0041,0.0134,0.0578,0.3222,29.73,17.76,0,122.9,16.5,0.41,1994,0.0624
arab2,12640,18.92,-58.23,24,328,35,0,0.0358,0.0931,0.0674,0.0256,0.0033,0.0156,0.1226,0.501,29.55,21.68,0.0004,97.5,14.6,0.53,1994,0.0666
arab2,12641,19,-59,26,330,10,0,0.0256,0.0876,0.0451,0.0191,0.0035,0.0137,0.0836,0.4241,27.02,20.75,0,116.3,17.7,0.43,1994,0.0789
arab2,12642,19,-59,26,330,35,0,0.0294,0.0839,0.0475,0.0197,0.0097,0.0093,0.0821,0.4383,25.63,19.83,0,97.4,15.5,0.43,1994,0.0761
arab2,12643,19,-59,26,330,10,0,0.0166,0.0806,0.035,0.0117,0.0143,0.0151,0.0621,0.2834,17.33,6.33,0,138.2,17.6,0.36,1994,0.0627
arab2,12644,19,-59,26,330,35,0,0.0679,0.145,0.0848,0.0332,0.0175,0.0382,0.1539,0.5454,20.41,15.53,0.0175,101.2,14.9,0.59,1994,0.071
arab2,12645,19.38,-58.33,27,331,11,0,0.0313,0.076,0.0481,0.0183,0.0146,0.0322,0.0898,0.4735,18.85,14.74,0,113,17.5,0.49,1994,0.0888
arab2,12646,19.38,-58.33,27,331,26,0.0257,0.0622,0.1249,0.1111,0.0408,0.0328,0.0912,0.1477,0.7392,6.47,7.85,0.0165,120.5,21.2,0.87,1994,0.09
arab2,12647,19.45,-59.23,27,331,10,0.0516,0.0444,0.1535,0.1406,0.0372,0.0413,0.15,0.1676,1.0506,0.65,1.34,0.0218,188.6,33.3,1.49,1994,0.2419
arab2,12648,19.45,-59.23,27,331,20,0.0288,0.0518,0.1883,0.1406,0.0518,0.0304,0.2022,0.2189,1.0946,0.73,1.39,0.0112,146.7,26.9,1.31,1994,0.1624
arab2,12649,19.5,-58.15,28,332,11,0.0081,0.0219,0.0779,0.0497,0.0165,0.0047,0.0332,0.0804,0.6065,13.98,17.04,0.0129,130,25.4,0.58,1994,0.1509
arab2,12650,19.5,-58.15,28,332,23,0.0144,0.0233,0.1097,0.0757,0.0275,0.012,0.0727,0.112,0.6281,6.89,7.4,0.0142,108.8,M,0.67,1994,0.1116
arab2,12651,17.5,-60.5,29,333,12,0,0.0292,0.0728,0.0612,0.0232,0.0043,0.024,0.0869,0.3538,13.07,8.18,0.0218,147.1,25.4,0.55,1994,0.0419
arab2,12652,17.5,-60.5,29,333,38,0,0.0788,0.1046,0.0915,0.0345,0.0124,0.0403,0.1577,0.4504,15.97,11.16,0.0266,99.8,15.4,0.59,1994,0.0457
arab2,12653,17.52,-60.5,29,333,10,0,0.0484,0.0774,0.0964,0.0335,0.0248,0.063,0.1283,0.4448,10.69,7.4,0.0203,127.3,21.2,0.66,1994,0.0698
